"C","Real-Time Energy Market Hourly LMP Report"
"C","Filename: lmp_rt_final_20191220.csv"
"C","Report for: 12/20/2019 - 12/20/2019"
"C","Report generated: 12/23/2019 14:18:23 EST"
"H","Date","Hour Ending","Location ID","Location Name","Location Type","Locational Marginal Price","Energy Component","Congestion Component","Marginal Loss Component"
"D","12/20/2019",01,"463","UN.LVER-AEI115 LIVR","NETWORK NODE",118.82,125.19,1.61,-7.98
"D","12/20/2019",01,"464","UN.LOSTNATN34.5LOST","NETWORK NODE",113.36,125.19,1.61,-13.44
"D","12/20/2019",01,"465","UN.LOWRDFLD69  LOWD","NETWORK NODE",122.68,125.19,1.61,-4.12
"D","12/20/2019",01,"466","UN.K_STREET115 LST","NETWORK NODE",127.51,125.19,1.61,0.71
"D","12/20/2019",01,"467","UN.RAILYARD23  MARB","NETWORK NODE",125.08,125.19,1.61,-1.72
"D","12/20/2019",01,"468","UN.BERLINVT34.5MARH","NETWORK NODE",123.68,125.19,1.61,-3.12
"D","12/20/2019",01,"472","UN.MBTA    14.4MBTA","NETWORK NODE",127.51,125.19,1.61,0.71
"D","12/20/2019",01,"473","UN.COMERFRD34.5MCIN","NETWORK NODE",120.98,125.19,1.61,-5.82
"D","12/20/2019",01,"474","UN.EAST_AVE34.5MCNL","NETWORK NODE",123.87,125.19,1.61,-2.93
"D","12/20/2019",01,"478","UN.MIDDLETN115 MI10","NETWORK NODE",128.43,125.19,1.61,1.63
"D","12/20/2019",01,"480","UN.MIDDLETN13.2MID2","NETWORK NODE",128.43,125.19,1.61,1.63
"D","12/20/2019",01,"481","UN.MIDDLETN20.9MID3","NETWORK NODE",128.43,125.19,1.61,1.63
"D","12/20/2019",01,"482","UN.LAUREL  22  MID4","NETWORK NODE",127.55,125.19,1.61,0.75
"D","12/20/2019",01,"484","UN.MILSTONE24.0MIL2","NETWORK NODE",127.12,125.19,1.61,0.32
"D","12/20/2019",01,"485","UN.MILSTONE24.0MIL3","NETWORK NODE",127.12,125.19,1.61,0.32
"D","12/20/2019",01,"486","UN.MILFORD 13.8MILF","NETWORK NODE",129.78,125.19,1.61,2.98
"D","12/20/2019",01,"487","UN.TOPSHAM 34.5MILR","NETWORK NODE",121.37,125.19,1.61,-5.43
"D","12/20/2019",01,"489","UN.MERIMACK13.8MK1","NETWORK NODE",123.16,125.19,1.61,-3.64
"D","12/20/2019",01,"490","UN.MERIMACK23.0MK2","NETWORK NODE",123.16,125.19,1.61,-3.64
"D","12/20/2019",01,"492","UN.MONTVLLE69  MO10","NETWORK NODE",127.93,125.19,1.61,1.13
"D","12/20/2019",01,"493","UN.MONTVLLE13.8MON5","NETWORK NODE",127.64,125.19,1.61,0.84
"D","12/20/2019",01,"494","UN.MONTVLLE22.0MON6","NETWORK NODE",127.64,125.19,1.61,0.84
"D","12/20/2019",01,"495","UN.MIDDLEST34.5MONY","NETWORK NODE",120.91,125.19,1.61,-5.89
"D","12/20/2019",01,"497","UN.SHAWINGN13.8MPWR","NETWORK NODE",129.46,125.19,1.61,2.66
"D","12/20/2019",01,"502","UN.MYSTIC  22  MYS7","NETWORK NODE",125.84,125.19,1.61,-0.96
"D","12/20/2019",01,"503","UN.MYSTIC  24.0MYSJ","NETWORK NODE",125.17,125.19,1.61,-1.63
"D","12/20/2019",01,"508","UN.NEWINGTN24.0NEWI","NETWORK NODE",123.21,125.19,1.61,-3.59
"D","12/20/2019",01,"513","UN.E_SHORE 22  NHHB","NETWORK NODE",128.17,125.19,1.61,1.37
"D","12/20/2019",01,"515","UN.TUNNEL  69  NORJ","NETWORK NODE",128.09,125.19,1.61,1.29
"D","12/20/2019",01,"527","UN.WARD_HIL23  OGD","NETWORK NODE",124.8,125.19,1.61,-2.0
"D","12/20/2019",01,"528","UN.OCEAN_ST13.8OSP1","NETWORK NODE",127.99,125.19,1.61,1.19
"D","12/20/2019",01,"529","UN.OCEAN_ST13.8OSP2","NETWORK NODE",127.99,125.19,1.61,1.19
"D","12/20/2019",01,"531","UN.ADMIRAL 23.0PAWP","NETWORK NODE",129.14,125.19,1.61,2.34
"D","12/20/2019",01,"532","UN.TOPSHAM 34.5PEJE","NETWORK NODE",121.37,125.19,1.61,-5.43
"D","12/20/2019",01,"536","UN.CHEMICAL115 PERC","NETWORK NODE",-2.92,125.19,-118.11,-10.0
"D","12/20/2019",01,"538","UN.FLAGG_PD13.8PINE","NETWORK NODE",127.26,125.19,1.61,0.46
"D","12/20/2019",01,"539","UN.PONTOOK 34.5PONT","NETWORK NODE",110.49,125.19,1.61,-16.31
"D","12/20/2019",01,"540","UN.POTTER  13.8POT2","NETWORK NODE",126.38,125.19,1.61,-0.42
"D","12/20/2019",01,"541","UN.FLORNCE 46  PROC","NETWORK NODE",125.97,125.19,1.61,-0.83
"D","12/20/2019",01,"542","UN.SPRNG_ST34.5PTRR","NETWORK NODE",122.34,125.19,1.61,-4.46
"D","12/20/2019",01,"546","UN.RESCOS  115 RESC","NETWORK NODE",125.87,125.19,1.61,-0.93
"D","12/20/2019",01,"547","UN.WARD_HIL23  RESN","NETWORK NODE",124.8,125.19,1.61,-2.0
"D","12/20/2019",01,"549","UN.N_RUTLND46  RUT5","NETWORK NODE",126.13,125.19,1.61,-0.67
"D","12/20/2019",01,"555","UN.SEABROOK24.5SBRK","NETWORK NODE",123.62,125.19,1.61,-3.18
"D","12/20/2019",01,"556","UN.SCHILLER115 SCH4","NETWORK NODE",124.17,125.19,1.61,-2.63
"D","12/20/2019",01,"557","UN.SCHILLER115 SCH5","NETWORK NODE",124.17,125.19,1.61,-2.63
"D","12/20/2019",01,"558","UN.SCHILLER115 SCH6","NETWORK NODE",124.17,125.19,1.61,-2.63
"D","12/20/2019",01,"559","UN.SCHILLER115 SCHC","NETWORK NODE",124.17,125.19,1.61,-2.63
"D","12/20/2019",01,"561","UN.SEARS   69  SEAR","NETWORK NODE",122.28,125.19,1.61,-4.52
"D","12/20/2019",01,"562","UN.SECREC  69  SECR","NETWORK NODE",128.09,125.19,1.61,1.29
"D","12/20/2019",01,"563","UN.SEMASS  13.8SEM1","NETWORK NODE",129.21,125.19,1.61,2.41
"D","12/20/2019",01,"564","UN.SEMASS  13.8SEM2","NETWORK NODE",129.21,125.19,1.61,2.41
"D","12/20/2019",01,"565","UN.HIGHGATE46  SHEL","NETWORK NODE",116.62,125.19,1.61,-10.18
"D","12/20/2019",01,"566","UN.SHEPAUG 69  SHEP","NETWORK NODE",126.05,125.19,1.61,-0.75
"D","12/20/2019",01,"567","UN.SHERMAN 115 SHER","NETWORK NODE",123.83,125.19,1.61,-2.97
"D","12/20/2019",01,"568","UN.ROLF_AVE69  SHRW","NETWORK NODE",128.47,125.19,1.61,1.67
"D","12/20/2019",01,"569","UN.LOUDEN  34.5SKEL","NETWORK NODE",122.84,125.19,1.61,-3.96
"D","12/20/2019",01,"570","UN.SMITH_HY6.9 SMTH","NETWORK NODE",111.29,125.19,1.61,-15.51
"D","12/20/2019",01,"572","UN.S_MEADOW13.8SO11","NETWORK NODE",129.07,125.19,1.61,2.27
"D","12/20/2019",01,"573","UN.S_MEADOW13.8SO12","NETWORK NODE",129.07,125.19,1.61,2.27
"D","12/20/2019",01,"574","UN.S_MEADOW13.8SO13","NETWORK NODE",129.07,125.19,1.61,2.27
"D","12/20/2019",01,"575","UN.S_MEADOW13.8SO14","NETWORK NODE",129.07,125.19,1.61,2.27
"D","12/20/2019",01,"580","UN.S_MEADOW11.5SOM5","NETWORK NODE",129.07,125.19,1.61,2.27
"D","12/20/2019",01,"581","UN.S_MEADOW11.5SOM6","NETWORK NODE",129.07,125.19,1.61,2.27
"D","12/20/2019",01,"583","UN.STONYBRK13.2ST2A","NETWORK NODE",128.94,125.19,1.61,2.14
"D","12/20/2019",01,"584","UN.STONYBRK13.2ST2B","NETWORK NODE",128.94,125.19,1.61,2.14
"D","12/20/2019",01,"587","UN.STEVENSN6.9 STEV","NETWORK NODE",125.98,125.19,1.61,-0.82
"D","12/20/2019",01,"590","UN.BIGELOW 115 STRA","NETWORK NODE",114.48,125.19,1.61,-12.32
"D","12/20/2019",01,"591","UN.PRID_CRN34.5SWBK","NETWORK NODE",122.43,125.19,1.61,-4.37
"D","12/20/2019",01,"592","UN.TAMWORTH115 TAMW","NETWORK NODE",122.79,125.19,1.61,-4.01
"D","12/20/2019",01,"595","UN.TORRNGTN69  TT10","NETWORK NODE",128.43,125.19,1.61,1.63
"D","12/20/2019",01,"596","UN.TUNNEL  23.0TUNN","NETWORK NODE",128.06,125.19,1.61,1.26
"D","12/20/2019",01,"598","UN.VERGENNE34.5VERD","NETWORK NODE",125.66,125.19,1.61,-1.14
"D","12/20/2019",01,"599","UN.VERNON  69  VERN","NETWORK NODE",122.15,125.19,1.61,-4.65
"D","12/20/2019",01,"612","UN.WATER_RV23  W_J1","NETWORK NODE",125.19,125.19,1.61,-1.61
"D","12/20/2019",01,"613","UN.WATER_RV115 W_J2","NETWORK NODE",125.19,125.19,1.61,-1.61
"D","12/20/2019",01,"614","UN.MIDDLESX34.5WATR","NETWORK NODE",123.87,125.19,1.61,-2.93
"D","12/20/2019",01,"616","UN.CHSTERME46  WENF","NETWORK NODE",-5.95,125.19,-118.24,-12.9
"D","12/20/2019",01,"617","UN.LAKEWOOD34.5WEST","NETWORK NODE",116.4,125.19,1.61,-10.4
"D","12/20/2019",01,"618","UN.WHITEFLD34.5WFPL","NETWORK NODE",117.29,125.19,1.61,-9.51
"D","12/20/2019",01,"619","UN.WHITE_LK34.5WHLA","NETWORK NODE",122.82,125.19,1.61,-3.98
"D","12/20/2019",01,"620","UN.WILDER  13.8WILD","NETWORK NODE",127.43,125.19,1.61,0.63
"D","12/20/2019",01,"621","UN.WILLIAM 6.9 WILL","NETWORK NODE",115.47,125.19,1.61,-11.33
"D","12/20/2019",01,"622","UN.EAST_AVE13.8WINO","NETWORK NODE",123.87,125.19,1.61,-2.93
"D","12/20/2019",01,"624","UN.MILLBURY13.8WMIM","NETWORK NODE",129.38,125.19,1.61,2.58
"D","12/20/2019",01,"625","UN.W_MEDWAY13.8WMJ1","NETWORK NODE",128.11,125.19,1.61,1.31
"D","12/20/2019",01,"626","UN.W_MEDWAY13.8WMJ2","NETWORK NODE",128.11,125.19,1.61,1.31
"D","12/20/2019",01,"627","UN.MEDWAYJ313.8WMJ3","NETWORK NODE",129.61,125.19,1.61,2.81
"D","12/20/2019",01,"628","UN.WOODLAND23  WOOD","NETWORK NODE",124.98,125.19,1.61,-1.82
"D","12/20/2019",01,"630","UN.W_SPRFLD13.8WS10","NETWORK NODE",129.61,125.19,1.61,2.81
"D","12/20/2019",01,"633","UN.W_SPRFLD13.8WSP3","NETWORK NODE",129.61,125.19,1.61,2.81
"D","12/20/2019",01,"636","UN.WYMAN_HY13.8WYM1","NETWORK NODE",114.48,125.19,1.61,-12.32
"D","12/20/2019",01,"637","UN.WYMAN_HY13.8WYM2","NETWORK NODE",114.48,125.19,1.61,-12.32
"D","12/20/2019",01,"638","UN.WYMAN_HY13.8WYM3","NETWORK NODE",114.48,125.19,1.61,-12.32
"D","12/20/2019",01,"639","UN.YARMOUTH13.2YAR1","NETWORK NODE",123.43,125.19,1.61,-3.37
"D","12/20/2019",01,"640","UN.YARMOUTH13.2YAR2","NETWORK NODE",123.43,125.19,1.61,-3.37
"D","12/20/2019",01,"641","UN.YARMOUTH13.8YAR3","NETWORK NODE",123.43,125.19,1.61,-3.37
"D","12/20/2019",01,"642","UN.YARMOUTH22  YAR4","NETWORK NODE",121.55,125.19,1.61,-5.25
"D","12/20/2019",01,"739","UN.ROCKY_RV13.8ROCK","NETWORK NODE",126.66,125.19,1.61,-0.14
"D","12/20/2019",01,"754","UN.LOUDEN  34.5BARM","NETWORK NODE",122.84,125.19,1.61,-3.96
"D","12/20/2019",01,"755","UN.W_BUXTON34.5BONE","NETWORK NODE",122.79,125.19,1.61,-4.01
"D","12/20/2019",01,"757","UN.HARRIS  13.2HAR4","NETWORK NODE",114.48,125.19,1.61,-12.32
"D","12/20/2019",01,"760","UN.LOUDEN  34.5NGOR","NETWORK NODE",122.84,125.19,1.61,-3.96
"D","12/20/2019",01,"761","UN.WINSLOW 34.5SHAW","NETWORK NODE",118.05,125.19,1.61,-8.75
"D","12/20/2019",01,"767","UN.OAK_HILL34.5CONC","NETWORK NODE",124.06,125.19,1.61,-2.74
"D","12/20/2019",01,"768","UN.GARVINS 34.5GARV","NETWORK NODE",123.51,125.19,1.61,-3.29
"D","12/20/2019",01,"769","UN.N_CANAL 34.5HADL","NETWORK NODE",129.68,125.19,1.61,2.88
"D","12/20/2019",01,"774","UN.E_FAIRFX34.5LLAM","NETWORK NODE",120.96,125.19,1.61,-5.84
"D","12/20/2019",01,"779","UN.MIDDLESX34.5MSX2","NETWORK NODE",123.87,125.19,1.61,-2.93
"D","12/20/2019",01,"783","UN.HIGHGATE46  HGFA","NETWORK NODE",116.62,125.19,1.61,-10.18
"D","12/20/2019",01,"1005","UN.DIGHTON 115 DIGH","NETWORK NODE",130.58,125.19,1.61,3.78
"D","12/20/2019",01,"1030","UN.FALMOUTH25  OAKB","NETWORK NODE",129.65,125.19,1.61,2.85
"D","12/20/2019",01,"1031","UN.FALMOUTH25  WTIS","NETWORK NODE",129.65,125.19,1.61,2.85
"D","12/20/2019",01,"1032","UN.BPT_ENER16  BHCC","NETWORK NODE",126.12,125.19,1.61,-0.68
"D","12/20/2019",01,"1086","UN.BERK_PWR21  BERK","NETWORK NODE",129.58,125.19,1.61,2.78
"D","12/20/2019",01,"1185","UN.STONYBRK13.2ST1A","NETWORK NODE",128.94,125.19,1.61,2.14
"D","12/20/2019",01,"1186","UN.STONYBRK13.2ST1B","NETWORK NODE",128.94,125.19,1.61,2.14
"D","12/20/2019",01,"1187","UN.STONYBRK13.2ST1C","NETWORK NODE",128.94,125.19,1.61,2.14
"D","12/20/2019",01,"1210","UN.MILLENUM16  MILN","NETWORK NODE",128.63,125.19,1.61,1.83
"D","12/20/2019",01,"1221","UN.ESSEX   34.5ESSD","NETWORK NODE",123.84,125.19,1.61,-2.96
"D","12/20/2019",01,"1226","UN.TIVERTON18.0TIVR","NETWORK NODE",133.62,125.19,1.61,6.82
"D","12/20/2019",01,"1255","UN.RUMFD_IP18.0RUMF","NETWORK NODE",118.73,125.19,1.61,-8.07
"D","12/20/2019",01,"1286","UN.BLKSTONE21  BKS1","NETWORK NODE",127.97,125.19,1.61,1.17
"D","12/20/2019",01,"1287","UN.BLKSTONE21  BKS2","NETWORK NODE",127.97,125.19,1.61,1.17
"D","12/20/2019",01,"1342","UN.LAKE_RD 21  LRD1","NETWORK NODE",127.61,125.19,1.61,0.81
"D","12/20/2019",01,"1343","UN.LAKE_RD 21  LRD2","NETWORK NODE",127.61,125.19,1.61,0.81
"D","12/20/2019",01,"1344","UN.LAKE_RD 21  LRD3","NETWORK NODE",127.61,125.19,1.61,0.81
"D","12/20/2019",01,"1376","UN.WALNGFRD13.8WAL1","NETWORK NODE",128.08,125.19,1.61,1.28
"D","12/20/2019",01,"1377","UN.WALNGFRD13.8WAL2","NETWORK NODE",128.08,125.19,1.61,1.28
"D","12/20/2019",01,"1378","UN.WALNGFRD13.8WAL3","NETWORK NODE",128.08,125.19,1.61,1.28
"D","12/20/2019",01,"1379","UN.WALNGFRD13.8WAL4","NETWORK NODE",128.08,125.19,1.61,1.28
"D","12/20/2019",01,"1380","UN.WALNGFRD13.8WAL5","NETWORK NODE",128.08,125.19,1.61,1.28
"D","12/20/2019",01,"1385","UN.MILFD_CT21  MFD1","NETWORK NODE",125.88,125.19,1.61,-0.92
"D","12/20/2019",01,"1386","UN.MILFD_CT21  MFD2","NETWORK NODE",125.88,125.19,1.61,-0.92
"D","12/20/2019",01,"1412","UN.BELL_30321  BEL1","NETWORK NODE",128.14,125.19,1.61,1.34
"D","12/20/2019",01,"1415","UN.BELL_30321  BEL2","NETWORK NODE",128.14,125.19,1.61,1.34
"D","12/20/2019",01,"1432","UN.SYKES_RD13.8FLRV","NETWORK NODE",132.01,125.19,1.61,5.21
"D","12/20/2019",01,"1478","UN.MYSTIC  18.1MYS8","NETWORK NODE",125.84,125.19,1.61,-0.96
"D","12/20/2019",01,"1616","UN.MYSTIC  18.1MYS9","NETWORK NODE",125.17,125.19,1.61,-1.63
"D","12/20/2019",01,"1630","UN.RISE    18.0RISE","NETWORK NODE",129.11,125.19,1.61,2.31
"D","12/20/2019",01,"1649","UN.NEW_ENER18.0NEWE","NETWORK NODE",123.21,125.19,1.61,-3.59
"D","12/20/2019",01,"1672","UN.KENDALL 18.0KEN4","NETWORK NODE",126.54,125.19,1.61,-0.26
"D","12/20/2019",01,"1693","UN.W_SPRFLD13.8WSG1","NETWORK NODE",129.61,125.19,1.61,2.81
"D","12/20/2019",01,"1694","UN.W_SPRFLD13.8WSG2","NETWORK NODE",129.61,125.19,1.61,2.81
"D","12/20/2019",01,"2425","UN.W_SPRFLD13.8SPRF","NETWORK NODE",129.61,125.19,1.61,2.81
"D","12/20/2019",01,"2426","UN.WINSLOW 34.5UNAH","NETWORK NODE",118.05,125.19,1.61,-8.75
"D","12/20/2019",01,"2430","UN.FLORNCE 46  BLDN","NETWORK NODE",125.97,125.19,1.61,-0.83
"D","12/20/2019",01,"2431","UN.BARRE_VT34.5DODF","NETWORK NODE",123.32,125.19,1.61,-3.48
"D","12/20/2019",01,"2432","UN.FLORNCE 46  HNTG","NETWORK NODE",125.97,125.19,1.61,-0.83
"D","12/20/2019",01,"2433","UN.BARRE_VT34.5RYGT","NETWORK NODE",123.32,125.19,1.61,-3.48
"D","12/20/2019",01,"2434","UN.ESSEX   34.5GORG","NETWORK NODE",123.84,125.19,1.61,-2.96
"D","12/20/2019",01,"2435","UN.VERGENNE34.5VRGH","NETWORK NODE",125.66,125.19,1.61,-1.14
"D","12/20/2019",01,"2437","LD.BARRE_VT34.5","NETWORK NODE",123.32,125.19,1.61,-3.48
"D","12/20/2019",01,"4000",".H.INTERNAL_HUB","HUB",128.26,125.19,1.61,1.46
"D","12/20/2019",01,"4001",".Z.MAINE","LOAD ZONE",102.67,125.19,-15.98,-6.54
"D","12/20/2019",01,"4002",".Z.NEWHAMPSHIRE","LOAD ZONE",124.36,125.19,1.61,-2.44
"D","12/20/2019",01,"4003",".Z.VERMONT","LOAD ZONE",123.81,125.19,1.61,-2.99
"D","12/20/2019",01,"4004",".Z.CONNECTICUT","LOAD ZONE",127.82,125.19,1.61,1.02
