NY_CAPITL,NY_CENTRL,NY_DUNWOD,NY_GENESE,NY_HQ,NY_HUDSON_VALLEY,NY_LONG_ISLAND,NY_MHKVL,NY_MILLWD,N.Y.C.,NY_NORTH,NY_NPX,NY_OH,NY_PJM,NY_WEST,MINNESOTA,MICHIGAN,ILLINOIS,INDIANA,ARKANSAS,MISSISIPI,TEXAS,LOUISIANA,MISOURI,IOWA,WISCONSIN,N-DAKOTA,S-DAKOTA,MONTANA,TX_AEN,TX_CPS,TX_HOUSTON,TX_LCRA,TX_NORTH,TX_RAYBN,TX_SOUTH,TX_WEST,MAINE,NEW_HAMPSHIRE,VERMONT,CONNETICUT,RHODEISLAND,SE_MASSACHUSETTS,WEST_MASSACHUSETTS,BOSTON
2608.3034241415194,2546.699798358106,2698.169692307396,2634.1962986637013,2608.834288550385,2703.0177695894754,2736.0339367376505,2603.267887312678,2705.3568569587246,2763.5788157868333,2678.690282892389,2613.1900710405616,2603.446042777302,2547.6585454756,2582.2409824859983,2699.925472027349,2764.0311456301065,2987.725044800663,2918.091245516055,3167.9013218494474,3716.95748528978,3329.33453408066,2943.034723942897,2880.193977182919,2799.0934822416293,2878.5042316521617,2979.750799563482,2984.3326378693378,2839.9446195274995,3326.891567835667,3338.368308013087,3344.853985479321,3331.800840305569,3328.162425999444,3334.8849237666004,3343.8743323013246,3340.292236135868,2744.3861638516028,2624.4379957022697,2715.2265607596605,2700.283548997698,2698.5388117111847,2697.4801935758414,2707.391981679402,2698.527646289389
2602.302063202294,2550.7017214930484,2705.107741907056,2632.1576245275332,2612.0165247772525,2700.2991658732694,2748.384665763834,2611.2585752834607,2693.0964382489224,2761.5102166942693,2667.619392312353,2602.123449327166,2609.066640206867,2549.4151621909327,2575.3758495767834,2696.893804928588,2765.5867788382056,2978.4984688702853,2908.7234662462474,3168.1191144322866,3696.820365010352,3332.428394584691,2963.481825035289,2888.9763558408636,2795.5896490420605,2871.002906750019,2980.0132528783265,2986.76802588495,2835.582394499672,3343.3704927508397,3347.344425319742,3344.3471817817117,3345.5881326035133,3334.661546091962,3329.025993545136,3341.454835632359,3336.890061191385,2734.5145035385735,2616.854797706835,2721.2045794090354,2698.6936565281458,2699.197810757742,2698.827020480544,2694.8834739003387,2701.1325238288823
2603.8699420476787,2550.032785247654,2699.24173161383,2622.726499543191,2602.0100993470755,2703.8247154589667,2754.5514073725135,2604.6216144250334,2705.661510264828,2754.4488676303304,2676.92758181307,2597.6894229491186,2615.251752458243,2546.0262396135176,2576.794012030906,2703.37313053124,2762.8250133187203,2967.792627197655,2911.03529993317,3169.69869532048,3710.7361628760036,3330.583536324043,2947.081487238662,2896.5322707194046,2793.69453431325,2877.7259844606247,2977.4063350502984,2977.7884443453804,2839.5545681716653,3320.934621787425,3344.0989723801868,3327.3573211148732,3324.170769619302,3336.360731446548,3339.9388844854593,3332.816412848267,3347.3561940100076,2734.3990336149113,2628.6658942801823,2720.508650666925,2693.5309095781477,2704.7369566777816,2707.2258191324972,2702.056849403798,2694.4150182761487
2598.0367696015114,2548.4969373582157,2709.8768913195445,2631.898200935223,2604.930035818686,2709.999198867081,2754.4810259219785,2608.076789245399,2687.582067810233,2756.553983159885,2674.7998431505034,2603.178361552869,2608.8711649020242,2551.6464807500734,2578.408146952804,2708.7188989318997,2764.059466750272,2986.036471123872,2909.009987081501,3167.81524196589,3710.284485600208,3336.440205611688,2957.0927174951757,2884.034102417624,2791.932090900732,2876.5957728167396,2983.167559341693,2983.1921987469495,2847.425109077467,3324.029393812814,3341.2839061693776,3343.4401047772863,3324.255914501013,3345.1501766775896,3337.032119368869,3336.6529940969785,3330.786368150416,2733.0435793379283,2633.76021091742,2726.4660658069506,2705.121032995032,2699.1327017264166,2701.9856526708045,2712.0828574986103,2704.457785760763
2601.22646371803,2551.380110785493,2702.669919690913,2639.234910716367,2608.7406321698827,2710.1002494672603,2757.04413042935,2603.922496678531,2696.4608064285185,2749.5801669639427,2670.52038088133,2605.715097850669,2602.383016306967,2550.178102563979,2573.2421750860913,2697.1429442609847,2766.0682327785426,2982.3660273774303,2898.633582056856,3165.2667769932555,3714.033310734765,3339.8855617948952,2952.663957914089,2877.7563734475093,2793.5741736228474,2867.3858625307953,2977.7568716982955,2979.260898034597,2848.984444118065,3341.40675164575,3340.3535919830188,3338.800462172774,3337.378811374898,3330.361348776747,3337.6493719693503,3342.005277609546,3336.4316684633236,2739.284315847621,2624.776374429022,2724.226210135778,2703.473978620594,2698.2603037718623,2702.7135036510394,2709.695632800889,2700.7642506818815
2612.7153899589575,2550.227894332732,2707.0712875000336,2633.5213336911556,2602.4155390546957,2699.187312641834,2757.5826666739904,2599.2273664683503,2697.302773977829,2748.8534724884057,2684.8780307026022,2602.9020485534716,2607.902753500488,2546.796444147361,2575.061017465087,2701.8866332098237,2760.7250731206736,2977.46862384085,2910.971435415323,3168.073940460432,3708.8315336490755,3334.662649033292,2960.974306781154,2889.8491280067324,2783.5550203327866,2873.357939418411,2986.72488056434,2979.4042181971636,2843.3454766035024,3343.73396598023,3340.596351592884,3338.5852548518883,3340.5565746274497,3333.5505169496605,3333.624119126174,3337.6857506090178,3338.796748558261,2736.7782964541857,2619.4620996737635,2719.685901556824,2692.8664454491072,2693.4537923521902,2698.483803540231,2698.5693573064696,2696.6275947748245
2605.388373667576,2554.772928360953,2702.672553705976,2633.762207304253,2600.1912046982548,2700.90703175132,2746.2057144645078,2608.4116427176305,2697.366254573066,2749.6817671830586,2666.2562562018547,2597.220508645115,2605.4513850291596,2555.1204281668925,2577.3160096461224,2706.4530890127726,2766.894196181073,2985.1460880492236,2905.8261762131115,3165.6507297994076,3719.5249782554606,3328.8816137712256,2968.2049904999285,2881.4595481795754,2790.434552911361,2870.6529584576815,2988.8748242641122,2987.5607244372713,2844.2395939971207,3331.937172757114,3344.67592287348,3339.6866114476816,3337.0592216407003,3332.635975542181,3342.817154392357,3333.85915138118,3339.4969547134997,2728.9297025812357,2628.2660792443726,2719.8520313637696,2697.8937304769256,2698.533206417511,2697.6462838945927,2697.041496672459,2706.3924155036543
2599.6180521355313,2549.3885778707668,2690.8753373201334,2630.4226544292815,2605.360164393021,2700.920201112423,2758.397206057424,2600.8902488819276,2694.635254925795,2747.286150875026,2673.4574542784144,2603.625281596522,2611.1462131069643,2555.7031010400556,2577.5562256131157,2699.364214450801,2760.068831175019,2966.9728954229886,2894.649803970823,3170.350513719667,3704.965726467508,3328.5764142135927,2951.102782952645,2887.2942799378543,2800.2051223209255,2870.4648735943506,2987.503253605917,2990.6046869822108,2841.6378160161967,3354.403187292736,3334.378030847538,3338.157377364182,3336.732021170448,3325.3916602365152,3341.187618549661,3336.753897188492,3341.361037152197,2736.9500213352476,2620.025126985567,2716.7176783592736,2703.343484154577,2706.2373204390847,2706.251912365485,2686.011393551637,2704.1259263969887
2606.7600650694358,2547.125524171437,2703.989945337266,2626.8753874262156,2620.408762015521,2690.3276710424166,2750.1096960922564,2607.9037711526344,2697.6316163255074,2746.2595775057953,2674.5979447001705,2599.5519490300453,2605.668448130018,2549.3575646076115,2581.364429587869,2700.268125244084,2751.7826251095466,2972.4222743090727,2895.871242743846,3165.7810564806564,3713.5164326440167,3338.8254596960674,2954.7770531844735,2886.3627933849034,2802.503062437725,2876.0328501793883,2977.8322995336307,2976.7940357241423,2834.765370663149,3329.659068138235,3340.290820268912,3332.196360913051,3342.928477425016,3336.9122222662486,3337.6110007431903,3326.2696500924376,3347.8992598468903,2735.0193746342557,2625.627008880895,2719.5141726128913,2700.1081264223276,2707.4153487914423,2694.745393556137,2693.6475691839873,2702.8370612525127
2608.742750596954,2555.8791310664083,2698.9154488925024,2631.9706308226678,2607.919292818486,2701.0292859983406,2749.492994491422,2607.419818859674,2693.5786035735628,2749.7766889404775,2665.7525979649145,2604.135163674152,2601.665876682802,2552.140759707008,2582.359245320881,2694.060318283306,2759.026872164719,2977.3680299706057,2907.6957183486165,3174.227246413981,3710.4486886034238,3338.7543233192873,2969.8804182268946,2882.7589726695032,2785.6505624377646,2866.058176946672,2982.392442046964,2983.8344640869514,2836.386910461387,3345.1338384310516,3332.7380745086834,3337.3218279546645,3342.8754399340714,3336.430358732578,3334.763668561108,3320.6963403739223,3339.085688916308,2733.9264639535486,2629.8624881372825,2722.397940358446,2699.0685481439455,2701.3322681230343,2709.0277391761942,2700.40086397837,2707.5126371477013
